博文内容,识别结果,id
",191969
三年了终于来了！香港故宫文化博物馆:五一去看展，jio疼的一天[汗颜R]感受：公共交通跟内地比差远啦，能不能方便点能抢到高铁一定高铁！！不然很费时间！路线①港铁方式：深圳→福田口岸地铁：东铁线，落马洲→柯士甸，D出口有免费班车到香港故宫博物院，20分钟一班。耗时：2h，越早越好，人才少路线②高铁方式：深圳北/福田→西九龙高铁站，出口就有免费班车到香港故宫博物馆，20分钟一趟。耗时：高铁18分钟其他断暂未体验到没有兑换任何现金，全程公共交通都可微信/支付宝，就餐也是微信。免费班车持续多久不知道，具体请留意地铁出口的指示牌（非常不明显）#香港故宮文化博物館#看展#五一去哪玩#香港打卡#记录生活,"|0|0|0|0|1|
",191977
由于明天5/1飞机??香港??-首尔??-旧金山??.考虑再三还是选择今天4/30就去香港，早点去，怕当天早上出现什么状况赶不上飞机.决定是正确的！！！福田-香港西九龙高铁12:58am就到达了.3点pm才出来！劳动节旅游的本来就人多.加上用护照出境的需要海关人工审核排队很多人.女?：去哪？机票看下？返程机票看下？订了酒店没有？现在在哪个单位上班？工作证带了吗？去美国做什么？无语死了 问了大概快20分钟！全程黑脸.大姐.我本来就是去旅游.被你问那么多问题都快被你问的虚了！我又不是去打hg好吗？我去的东南亚地区吗？还是没有美国签证？无语死了…反正出来到到达大厅的时间是下午3点多几分！！！写给大家做参考.去机场出境旅游的等早点去！谁知道?会卡你多久呢？别耽误了值机.其他：出了香港西九龙领了香港有礼 兑换机场快线.免费从九龙-香港国际机场#香港西九龙#出境游#香港过关#香港机场#高铁#香港有礼#出境遊#香港机场快线,"|0|1|0|1|1|
",192064
接上一条，从成都坐动车抵达深圳北后，站内找到便捷换乘通道。图1，坐上深圳北-香港西九龙高铁?，可能我们到的晚，人好少啊[哇R]图2，没有小孩的走便捷通道，扫描港澳通行证，直接过关。有小孩的走人工通道。图3，通关后记得扫黑码，提前下载并填写。出来就是西九龙柯士甸地铁站，不要太方便啦。根本不用出去。图4，正对着就是柯士甸地铁口啦，紫色闸口可以扫支付宝通过。图5，如果要买八达通，就在柯士甸黄色窗口这里买。很醒目的位置。出关退卡也可以在这里退??总结：五一期间出游入境感觉很丝滑，时间很多。我们是晚上8点多抵港。,"|0|0|0|0|0|
",147200
?第四天离港走之前早餐吃了旺记冰室，花了91港币，有点咸，西多士是老式面包有点酸，面有点咸，味道就那样，最关键的是！！??餐具?很脏！！！！如图U0001f90c，你可以难吃割我韭菜，但是你餐具这样就有点过分了……离港安检?大概20分钟，线上提前买好票，香港西九龙-福田 ?68，出地铁直接根据标识到高铁站安检?，全程大概30分钟可做参考??#香港旺记冰室#今天的早餐长这样#香港餐厅避雷#港式茶餐厅香港西九龙站,"|0|0|0|1|0|
",187383
紀錄2023 五一深圳香港 小旅行#深圳君悅#深圳北站Moxy酒店[话题]##香港W#香港旺角希爾頓花園酒店,"|0|0|0|0|0|
",147642
香港｜关于五一我在香港旅行攻略:这个五一我去到了香港，我对香港第印象是很繁华、消费高、很多老外[笑哭R]。香港是一个充满活力和魅力的国际都市，在香港的城市街头巷尾，随处可见各种充满文艺气息的艺术品和展览，香港画廊、博物馆、文化中心等设施在当地文化生活中扮演着重要角色。-关于通关：1高铁直达西九龙高铁站2罗湖口岸通关：乘坐香港罗湖站港铁可直达香港市中心3福田口岸：可乘坐落马洲港铁直达香港市中心我是从罗湖口岸到香港的，港铁到市中心花费大概40左右rmb-大学生特种兵旅行攻略Day1:旺角-尖沙咀-维多利亚港-湾仔-铜锣湾Day2:香港大学-上环-中环-摩天轮-半山扶梯Day3:黄大仙祠-庙街-油麻地-兰桂坊      @薯队长 @生活薯 @日常薯 @薯管家 @薯条小助手 @薯宝宝 @艺术薯 @时尚薯 @潮流薯 @VLOG薯 @娱乐薯 @走走薯 @摄影薯#香港#香港旅游攻略#香港旅行#香港打卡#香港摄影#香港攝影師#周末去哪儿#特种兵大学生中国香港,帮我分析以下博文并输出结果,187281
从福田坐高铁14分钟就可以到达西九龙，只是出站要走很远。在站内，记得去香港旅游发展局领取“香港有礼”紫色卡包，可以免费领取两张全日通，一定要找工作人员帮你操作。一定要带充电宝，香港很难找到充电宝。然后美食都在尖沙咀地铁附近。香港西九龙站,"不要输出任何提示性任何文字，仅输出Markdown表格形式的打分结果
|0|0|1|0|0|
",187288
早上买的火车票到达深圳机场，提前微信公众号预定的巴士票，小巴士开到深圳湾，换巴士，出境检查等手续办好后，小巴士直接拉到机场。#香港过关#深圳湾口岸#深圳机场#日本入境#香港机场,"|0|0|0|1|0|
",148139
为什么去西九龙的高铁没转座位一整个反向推背给我整傻了#香港西九龙[话题]#,"|0|0|1|0|0|
",238808
香港西九龙高铁丝滑顺利入境:1、首先在12306提前购买好高铁票，确定好自己要去的时间，深圳出发的话有深圳北站和福田站。我是从深圳北出发票价75元人民币，大约14分钟。2、到达高铁站后刷身份证按照车次乘车。3、抵达香港西九龙高铁站后，首先准备好黑码。黑码也就是出入境健康申报码，可以提前一天晚上扫码（二维码在图3，可以保存图片后扫码），扫出申报完毕后会出来黑码（如图4），一定要提前截图，因为这个申报码24小时有效，所以可以提前一天晚上在家就申报好截图，过关时就会比较丝滑，不用排队！4、扫完申报码后，请准备好港澳通行证+身份证！没错，这时候还需要身份证！！入境扫完黑码后，需要过机扫我们的港澳通行证，然后还有第二次过机，第二次过机用到的就是我们的身份证了，所以，提前拿在手上，也就可以比较顺利。5、这个时候我们就顺利丝滑入境啦～ 入境后可以直接从高铁站根据地面指引步行走到九龙站或者是柯士甸站地铁站接下来就可以根据自己的行程去游玩啦～#高铁#香港西九龙高铁站#香港西九龙#香港入境#香港过关#香港旅游#香港高铁#去香港的高铁香港西九龙站,"|0|0|0|1|0|
",182939
1、首先在12306提前购买好高铁票，确定好自己要去的时间，深圳出发的话有深圳北站和福田站。我是从深圳北出发票价?75元人民币，大约14分钟。??2、到达高铁站后刷?身份证?按照车次乘车。??3、抵达香港西九龙高铁站后，首先准备好?黑码?。黑码也就是出入境健康申报码，可以提前一天晚上扫码（二维码在图3??，可以保存图片后扫码），扫出申报完毕后会出来黑码（如图4??），一定要提前截图，因为这个申报码24小时有效，所以可以提前一天晚上在家就申报好截图，过关时就会比较丝滑，不用排队！??4、扫完申报码后，请准备好?港澳通行证+身份证?！没错，这时候还需要身份证！！入境扫完黑码后，需要过机扫我们的港澳通行证，然后还有第二次过机，第二次过机用到的就是我们的身份证了，所以，提前拿在手上，也就可以比较顺利。??5、这个时候我们就顺利丝滑入境啦～ 入境后可以直接从高铁站根据地面指引步行走到九龙站或者是柯士甸站地铁站?接下来就可以根据自己的行程去游玩啦～#高铁#香港西九龙高铁站#香港西九龙#香港入境#香港过关#香港旅游#香港高铁#去香港的高铁,"|0|0|0|1|0|
",121830
上一次在宝安机场飞差不多是十几年前了，这次再去宝安机场坐飞机，真是惊艳到我了，虽然没有香港机场大。但是吃东西的地方巨多名副其实的美食广场[doge],"|0|0|0|0|0|
",122356
1.一定要带长袖薄外套?，香港商场空调非常非常的冷?！！真的好像空调不用钱一样2.一定要购买八达通，虽然支付宝也可以坐地铁，但是巴士，茶餐厅，饮料自助机，天星小轮都是可以用八达通！周末排队现金买轮船?票感觉非常浪费时间！3.去香港基本都会是暴走?模式，一定要穿一双舒服的鞋4.西九龙高铁到深圳，务必预留1个小时到西九龙高铁站?因为是先过关再坐高铁，过关查通行证都需要2次！！非常耗时间5.香港打的士基本不会按打表价，司机会按打表价直接取整作为小费！?6.香港回来深圳建议直接做地铁，时间更可控?！更自由7.中环摩天轮的票可以提前官网购买，因为现场买人真的很多！大家还有什么增加，欢迎留言！#旅途中的美景#香港避雷#周末遛娃#香港旅游#香港注意#福田香港西九龙中国香港,"|0|0|0|1|0|
",160935
香港一日游旅行攻略:去深圳大冲社康打九价第三针顺路过关香港游玩一日大约9.50从社康出就直接去招行换了两百港币（还剩了10港币）app先购现钞，然后打电话给最近的营业网点有现钞就直接冲网点排队的时候在支付宝出境买了1日流量包，联通22元流量不封顶，但是超过1G会限速买了11.26从福田到西九龙的高铁，14分钟68元准备好港澳通行证就可以丝滑入关，在出站口往右手边走就可以领取香港有礼，可以兑换景点100港币优惠和59个美食餐厅100港币特惠，我是换了高铁30优惠（要有携程app）注意整个西九龙高铁站和地铁站都是有wifi的，大家也不用担心忘记买流量，在车站赶紧搞定出了站用ios自带地图导航直接去了尖沙咀澳洲牛奶公司，大概一公里，走路十分钟左右，路边上还买了猪皮和鱼蛋，咖喱味好浓，吃了两个就有点腻，澳洲牛奶公司排长队，只收现金，而且非常非常甜，不吃甜可以不去从尖沙咀出来直接导航去天星小轮，路上会经过星光大道，看看海，吹吹海风，有好多人直接在路边野餐！天星小轮到中环6.5港币，只收10-20纸币和硬币，天星小轮必坐！！！这么便宜不坐不是中国人，可以吹吹维多利亚港的海风，怎么能不爱HongKong 呢！到中环直奔摩天轮，可以微信支付宝银联，20港币可以坐三圈，我是周五去的，没有很多人排队，很多宝妈宝爸带宝宝坐，确实能感受到两地在育儿上的不同，那边的宝宝真的是从出生就是双语交流！下了摩天轮可以去海军博物馆也可以在去紫荆广场，我懒得走我就顺着公园一直往半山扶梯走，中环真的很多商圈，可以选择在这里吃下午茶，因为这边茶餐厅六点就打烊！美心canteen各种店都集中在中环。路上会经过重庆大厦，我拍了个照就继续走了，一直往右走就是半山扶梯了，适当性坐两截扶梯就可以走下来了，扶梯两边都是很有意思的小店扶梯下来直奔太平缆车，双程是88港币，单程62，在美团有双程加凌霄阁套餐83rmb从太平缆车小火车坐回来就已经过6点了，因为赶着和同学在深圳聚会就直接在中环坐地铁到高铁站了，因为我是一日短暂游没有办八达通，如果有需要还是八达通方便点，因为不是随身都有零钱的，那边还是有挺多店不支持支付宝的，香港711遍地都是，但是那边饮料真的好贵哭唧唧，可乐雪碧都是15港币中国香港,"|0|1|0|0|0|
