博文内容,识别结果,id
中六前最後一次的狂歡笑死了cpy提前點了奶茶 然後看見兩個都是剩下九分鐘 在找火鍋店的時候還說該不會是同一個騎手吧 結果！真的是啊哈哈哈火鍋好好吃而且還比之前吃過的都便宜可惜我們又沒吃完[饞嘴]真是浪費的人類！電影也好好看但是真的很嚇人特別是王大陸從陽台上跳下去的時候然後她女朋友在門口看著他下去 我嘴O到快裂開了嚇死我了啊啊啊啊啊詐騙好恐怖貪心不可得！我等一下要去告誡一下我男朋友千萬別賭錢[哼]原本是要去miniso買盲盒的 結果意外發現一間巨多盲盒的店 最重要的是！有我之前一直想買的甄嬛傳系列！！！啊啊啊啊然後我堅信新手的運氣會好一點 發給了我爸和hrs 然後hrs沒回我我爸先回了 我就買了我爸選的那個 然後！！！！！！！！啊啊啊啊啊啊中了啊！那麼多個我只喜歡華妃一個 然後我拆的時候安慰自己只要不是四大爺就可以 然後！中了！真的好可愛啊！華妃吃酸黃瓜嗚嗚我愛爸爸[嘻嘻][嘻嘻][嘻嘻]如果沒中我就要找他報銷了第二個也可以 因為自己手氣太爛所以選了一個都很好看的系列抽 雖然我更喜歡kitty好開心的一天 笑了一天沒停喝了兩杯奶茶可惜沒吃到蛋糕dse最後一次跟他倆去深圳吃香喝辣了接下來 一齊好好努力吧[哈哈][哈哈],"|0|0|0|0|0|
",209487
我和我朋友太闲了 准备从老街走路去宝安找我们朋友 从深圳老街11.30开始步行 走到2:45华强北 后面选择换交通工具-共享单车? 我们就选择盲骑到宝安 也没有觉得很累只觉得很爽 中途我们也骑到了很多新奇的地方 也相当于一次小小的探险 后面骑到了天亮也到了宝安 #骑车#日常骑行,"|0|0|0|0|0|
",1446
深圳考察：寿星决定一下今天吃什么我：卓悦中心里面逛一下看到啥吃啥：只要不是生冷的W：有寿司郎 走！旁边路过一个阿姨：还吃寿司？？！！几个人才反应过来 笑亖 ,"|0|0|0|0|0|
",211302
生日礼免费送~:有在会展中心上班的朋友们可以去领了，今天到期#卓越中心#卓越intown#深圳会展中心#生日礼物#免费送卓悦INTOWN购物中心,"|0|0|0|0|0|
",151546
逛街街喝咖啡  深圳·深圳罗湖金光华广场 ,"|0|0|0|0|0|
",478093
今日在粤：  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",477746
#安宥真[超话]##安宥真##安宥真0901生日快乐# 赶在打风前去打卡！ 生日快乐啊安[doge][doge]  深圳·深圳福田星河COCO Park  ,"|0|0|0|0|0|
",477629
#深圳探店[话题]# #吃吃吃[话题]# #深业上城[话题]# #皇庭广场[话题]# #罗湖商业城[话题]# #下次再食[话题]#,"|0|0|0|0|0|
",1749
今天來個快閃12小時，先去科學館站附近的韓牛大叔，吃燒鰻魚，再去卓悅中心逛，當然一定要去逛X11， 逛累了，去山池吃個下午茶，買點手信，又去另一商場，中洲灣c future city， 晚餐去慫重慶火鍋廠吃，看了18:00的跳舞環節，挺有新鮮感，服務員們都很有活力，氣氛感滿滿。肚子也很滿之後，必定要去商場內的MMC，是全球首家店呢！好大好多打卡位，超值得去！ 逛完就閃了!快閃12小時完滿！ 下次再來試其他美食 有什麼餐廳打卡網紅店推介，不妨留言告訴我 謝謝呢 #打卡[话题]# #探店[话题]# #深圳快闪[话题]# #怂重庆火锅[话题]# #韩牛大叔[话题]# #北上深圳好去处[话题]# #北上深圳[话题]#,"|0|0|0|0|0|
",193629
#深圳台风#深圳今天有飯吃嗎？皇庭廣場開嗎？會展中心有飯嗎？  香港·北区 ,"|0|0|0|0|0|
",208779
我現在是美食博主#深圳·pLeace2(福田卓悦中心店)[地点]# ,"|0|0|0|0|0|
",209514
2023.09.02颱風下的北上～1. 金光華廣場-海底撈：蕃茄湯底～yyds～還送了小零食～2. 東門町-芋圓堂：終於有酸奶味了～3. 東門-Coco 都可：水果吨吨桶～量大又便宜～只不過太飽了，丟了半杯～4. 卓悅 in town-白玉串城：這次還好，上次那家碳烤的分店比較外脆內軟～  香港 ,"|0|0|0|0|0|
",598498
#闲鱼# #迪奥口红# #迪奥#学生买了迪奥口红，却没送成礼物 ,"|0|0|0|0|0|
",208522
从深圳湾坐大巴直接到的海岸城，天气非常不错，商城基本也开门了#深圳#香港#香港旅游#台风#台风苏拉#生活方式#香港过关#香港生活#旅游#周末去哪儿#攻略,"|0|0|0|0|0|
",193543
｜港漂北上深圳之大吃特吃:通关后几乎每周都去深圳大开吃戒 踩过不少雷 当然也有餐厅能让四川胃小小解馋[赞R]：【杨记隆府重庆江湖菜】爆炒味道中规中矩 足够解馋 箜饭腊味十足 特别香！ 南山大道2017号108号（近地铁11号线12号线南山站G口）【串殿】（原北丐先生）东北烤串 烤串种类不算多 但味道不错 也卖四川辣盘盘和麻辣烫（冒菜那种） 皇庭广场G层西广场G-89【朱光玉火锅】深圳几家网红的火锅店基本都打卡过了 绝对踩雷的是楠火锅和憨铁匠 中规中矩的是鸿姐和杉姐还有周师兄 佩姐和朱光玉是我个人感觉锅底味道最出色的 朱的草莓冰真滴很不错 振华路42号（燕南站B口出）【蘑界·野生菌石锅土鸡】鲜！香！蘸水非常像记忆里小时候家里自己调的味道！原来只在海上世界有店 最近已经在福田连开两家啦 华航社区中航路君尚购物中心B区L5层（华强北地铁站C口出）【山河屯铁锅炖】身边的东北人认证的好吃 清凤荣盛创投大厦二楼230号（导航清凤·荣盛创投大厦地下停车场入口）【李师傅脆肚】吃过两三家门店 出品很稳定 排队人不多 属于不想排队又担心踩雷的选择之一 福华三路118号皇庭广场L1层9号铺最后！深圳真的没有一家好吃的跷脚牛肉！！（乐山人攥紧了拳头说[哭惹R]#深圳#深圳探店#深圳美食#火锅#江湖菜#铁锅炖#野生菌#深圳川菜馆#100家探店挑战,"|0|0|0|0|0|
",3140
来深圳听讲座宏利「龙之家族」「家族办公室」讲座。主题：传承前的资产保护准备 政策/业务/税务合规/资金链等风险为很多企业主关注，家企隔离是企业主的必修课，只有有效的资产保护，指定传承才能说了算。家族信托如何搭建听听专家为大家详细讲解！#郭善甄# #boneiguo##相信你我都值得更好##家族办公室##财富传承#    深圳·天利中央广场Ⅱ期,"|0|0|0|0|0|
",961014
香港人救活了皇庭广场和中心城[doge]这俩商场之前都没啥人[允悲]  深圳·皇庭广场 ,"|0|0|0|0|0|
",475640
口岸为什么全是港人啊[苦涩]走e通道真得挺快的但是扫健康码可以排队二十分钟在盒马狂买带回港对比下来盒马真的太便宜了和小丁的快乐半天哈哈哈哈 ,"|0|1|0|0|0|
",600346
分享图片  深圳·华润1234Space ,"|0|0|0|0|0|
",475463
沒有橫空出世的幸運，只有不為人知的努力。大家開學快樂！[加油]  深圳·金光华广场 ,"|0|0|0|0|0|
",960642
个个酱香拿铁！哥不一样，喜欢星爸宝  深圳·星巴克(金光华广场) ,"|0|0|0|0|0|
",961256
#探店#深圳美食#100家探店计划,"|0|0|0|0|0|
",3926
在香港，网络分享最多的深圳美食居然是。。。兰州拉面！有香港网友表示，一进店，里面都是讲广东话的香港游客。#香港人分享内地旅游攻略# #真实的香港[超话]#,"|0|1|0|0|0|
",208588
现在在落马洲到金钟的地铁上。娃爹给我找的事，带回来一个大箱子，里面还有球衣，球鞋，球包什么的，家里实在放不下，本来想丢掉，但是又觉得何必浪费，毕竟都是挺好的东西。干脆寄回去吧，查了下香港邮政，太贵了，而且要几个星期才能到。那不如我辛苦一下，带到深圳寄吧。出了口岸对面就有快递点，中通的大叔一看见我就帮我拎箱子给我带过去了，本来我还犹豫中通韵达顺丰寄哪家呢。很快搞好，运费只要66，出门的时候大叔跟我说，后天就到啦！既然来了深圳，不能白白走啊，坐地铁到皇庭广场，早饭就奈雪吧，还能赶上新一波热度，试了下酱香拿铁，果然是令人yue的味道，喝了几口就扔掉了，浪费。还有时间，正好去剪个头发，在理发师的建议下，把刘海几根杂毛给捋顺了，感觉好多了！午饭吃了费大厨，盒马鲜生里买了点东西，开开心心地回香港。坐在地铁上，我就在想，为啥明明只是一江之隔，为啥那个感觉差那么远呢是因为物价是因为食物我就想保留在扬州的feel，想保留在家的感觉。,"|0|0|0|0|0|
",209585
福田星河CoCo Park 1期 ROAV眼镜店ROAV成功进入中国市场了座落于深圳最繁华的商场喜欢我们家眼镜的宝贝可以到店试戴购买哦[可爱][可爱] ,"|0|0|0|0|0|
",210328
吃哪個好呢  深圳·太二酸菜鱼(金光华广场店) ,"|0|0|0|0|0|
",478171
帶埋博博去燒肉[打call]  深圳·猫抓烤肉(One Avenue卓悦中心店) ,"|0|0|0|0|0|
",958868
第一次吃杀猪粉，还挺好吃  深圳·深圳罗湖金光华广场 ,"|0|0|0|0|0|
",961170
9.6深圳一日游深圳的饭太好吃了终于有床垫了[苦涩][苦涩][苦涩]  深圳·金光华广场 ,"|0|0|0|0|0|
",960508
这家泰妃殿在海岸城开了半年了 火爆程度不减 工作日晚上也要等位许久 ??冬阴功海鲜汤 最爱的菜没有之一 汤头酸辣可口 还可以免费续加～ 里面的食材也很丰富 有大虾、鲍鱼、鱿鱼还有各种蘑菇 非常入味～?? ?牛油果星球杯 非常特别的甜品 颜值是在太高了 拍照非常出片 喝起来牛油果的味道十分浓郁? ?咖喱皇牛腩 吃泰国菜怎么能没有咖喱 它家咖喱味道浓郁 是甜口的 不会太辣 实在太下饭了！ 牛腩也十分软烂 无论是菜品还是环境都非常棒 值得一去！???????? #东南亚菜#吃喝玩乐#探店,"|0|1|0|0|0|
",193470
既然我們無法改變現實，那就改變看待現實的視角吧。Since we cannot change reality， let us change the eyes which see reality.@ AndYu.cn 2023.9.7#改变##现实##视角##世界杯##AndYu##世界杯[超话]#  深圳·皇庭广场,"|0|0|0|0|0|
",476608
#嘿呦猫咪##皇庭廣場#(#會展中心坐四號線到達#）香港人沖上深圳吃喝玩樂熱潮今次我們去既目的係為咗((((食))))相信好多人同我一樣天氣咁熱就揀咗間雪糕食我地要試嘅野我揀嘅呢杯果仁朱古力雪糕原來咁大杯只售$15人民幣接手嗰吓真係有啲擔心食唔哂確真係好食嘅第一個地方去消費最緊要係用得日常唔少得係比啲專業人士授教吓揀女性內衣果然會想翻轉頭每次嚟到東門唔少得我去#安踏#走個圈好嘅嘢我唔怕大聲同人分享所以打包咗兩對同款波鞋♀真心又抵超舒服夜晚去咗食超評分高#潮汕牛肉#度打火鍋我地5:30去到已經有幾款想食嘅牛已經賣完相信越夜都唔會有得再食如果大家想食到心目中嘅牛肉可能要中午或下午要去否則可以選擇嘅食物唔會多… 仲有手打牛肉丸都已經賣完沽清喇等我換咗新手機再更新吓～～～,"|0|0|0|0|0|
",599170
被确诊为鲁滨逊：经常蓬头垢面，喜欢找吃的，喜欢星期五[赢牛奶]今天不用上班就很快乐[看书] ,"|0|0|0|0|0|
",209450
 〃·一切既往 平安胜意常生喜悦 自在安康  深圳·花厨(One Avenue卓悦中心店),"|0|0|0|0|0|
",477636
深圳探店 蛇口一家新开的宝藏意大利手工冰淇淋《慢夏》 昨天去卓悦中心的椰林节无意中尝了一下“莫吉托” 太好吃了吧！很特别的味道 问了店家实体店地址 刚好今天深圳涨水不用上班 来实体店尝尝别的味道 店在蛇口海上世界附近的绿木咖啡旁边 店门口小院子里有一颗大树 夏天因该很舒服吧 店内装修风格比较简约风 拍照很出片 冰淇淋有很多口味 我都吃了一遍[害羞R] 手工冰淇淋的自然清新 没有过多的食品添加剂 第一次尝试 柠檬九层塔 味道好惊艳 好绝！ 第一口下去我要跳起来了 微微的酸带点很清香的罗勒 一口就爱上了这口味冰淇淋 和日常超市买的完全不同 而且不会长胖 最后想尝试一下开心果口味的卖光了 果然吃到好吃的还是要靠运气 ## 希望若干年后翻到这篇还能记起这里的味道 #2023吃到的最好吃的冰淇淋#味觉记忆,"|0|0|0|0|0|
",193721
周四dayoff之溜去深圳计划  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",377392
HUAWEI  深圳·HUAWEI华为旗舰店(ONEAVENUE卓悦中心店) ,"|0|0|0|0|0|
",377459
?深圳福田区领展中心城广场 ?地铁4号线出会展中心站 大型奥特曼主题波波池，超大滑滑梯?附近链接大型商场，地下购物街，美食街。遛娃逛街两不误。 #笔记灵感[话题]# #香港全职妈妈[话题]# #香港宝宝[话题]# #深圳遛娃[话题]# #深圳遛娃好去处[话题]# #深圳周末去哪儿[话题]# #周末遛娃[话题]# #亲子乐园[话题]# #深圳周末亲子好去处[话题]# @薯队长 @生活薯 @日常薯,"|0|0|0|0|0|
",114659
今天去了#华为# 实体店看了#华为mate60# pro 和 #华为matex5#。放手里就觉得升级的话就这两部了。mate60的话，相对没那么吸引，换了也“只是”个新一点的手机，mate x5觉得会有维度上升的感觉。[思考][思考][思考]  深圳·深圳卓悦中心 ,"|0|0|0|0|0|
",379084
深圳——港硕的快乐老家 ,"|0|0|0|0|0|
",213125
喜茶，@喜茶 飲品没原料不通知客人，让客人等50分鐘，什么东西都沒有，虚假叫号，取餐服务稀烂，又等20分鐘，退单不能只退饮料，要重新下单导致其它东西缺货。真是让人大开眼界。#喜茶劝退##喜茶# ,"|0|0|0|0|1|
",212534
咖啡配蔥油餅U0001fad3?   ##咖啡,"|0|0|0|0|0|
",86715
只要坚持磕磕磕:总能在换线前取得一点点突破。 攀岩不是抢点，是充分了解你的身体，用最适合你的方式通过。[赞R] #攀岩[话题]# #香蕉攀岩福田领展中心城店[话题]# #高能攀岩人[话题]#,"|0|0|0|0|0|
",114190
闪现～  深圳·金光华广场 ,"|0|0|0|0|0|
",378328
今日既行程快  深圳·深圳海岸城 ,"|0|0|0|0|0|
",377378
这个烤肉肉质好好啊，跟山葱叶韩式泡菜搭配吃简直不肥不腻[抱一抱][抱一抱][抱一抱]小菜可以无限量就很好哈哈，山葱叶第一次在这里吃到，可以可以，这个炸鸡分量真的很够[哈哈][哈哈]家里人心心念念想来[允悲]#烤肉##美食[超话]#  深圳·東洞烤肉大排档(皇庭广场店) ,"|0|0|0|0|0|
",963480
我对你的爱怎么也写不完，深圳 ,"|0|0|0|0|0|
",731245
世纪暴雨后，对城市的杀伤力随处可见！不是待修就是团灭！罗湖、国贸、老街～ 无一幸免，地铁站还在抽水 毛豆3都秒变毛沙3  深圳·金光华广场 ,"|0|0|0|0|0|
",377982
香港网民热议，深圳打边炉VS香港打边炉 #真实的香港[超话]# ,"|0|0|0|0|0|
",212499
gaga  深圳·gaga鲜语(卓悦中心店),"|0|0|0|0|0|
",377775
超详细海马体情侣写真体验（中）:【拍摄】 我有提前做功课，在上看了很多分享，也存了一些自己喜欢的pose，直接拿给摄影老师看，摄影老师都会很配合，想拍什么pose或者觉得哪个pose没拍够一定要及时和摄影老师交流，保证能拍到想要的照片！！ 这次遇到的摄影老师叫文敏，在整个过程中一直很积极引导，我和老公属于不会摆pose的人，老师手把手教学，包教包会！而且也很愿意帮我们拍花絮和拍立得，感谢摄影老师文敏! Tips：1海马体是不给底片的，有条件的姐妹可以拉上朋友拍花絮，棚内允许手机/拍立得拍摄 2一定要积极跟摄影师沟通！！！咱们是消费者，绝对有权益要求拍出自己喜欢的照片！多拍一些底片，选片的时候才有的选！ 3拍写真建议提前做功课～选一些自己喜欢的pose，这招对不会摆拍的姐妹尤其有效！而且还能知道具体有哪些小道具，方便拍摄的时候加入合适的道具提升氛围 4可以提前练习一下表情，拍的时候会更自然 ----- 【选片】 基本上拍完当场就能选片，底片多的话就稍等一会导出的时间。 这次帮助我选片的是服务管家小七和店长小盲，两位小姐姐风趣幽默，选片过程中也给了很多建议。我想好了每套衣服都选6宫格不再多加，尽量多的包括半身/全身/双人/单人，目的性较强，所以总体选片效率比较高，当然也很感谢小七和小盲，两位小姐姐给的建议都很中肯，最终也成功选到了满意的底片～ Tips：1不要害怕底片看起来腿粗/腿短/脸胖等等问题，后期都能帮忙微调，主要留意表情和眼神 2有明确的目的性会提高选片的效率，不然就会有“我全都想要不舍的淘汰”的纠结心理 3再次留意照片的瑕疵，可以方便修图时检查是否有得到处理 修图Tips详见“体验（下）” #深圳海马体#海马体#情侣写真#我的海马体#海马体拍照#海马体写真#海马体firstlook#海马体firstlook心悦#心悦#西装写真#情侣西装#深圳#深圳卓悦中心海马体#OneAvenue卓悦中心,"|0|0|0|0|0|
",165376
